Date,Close,Volume,Company,Ticker,Close_Normalised,YearMonth
2021-04-21,7.53467321395874,479400,BYD,BYDDY,264.8120519372567,2021-04
2021-04-22,7.358659267425537,656400,BYD,BYDDY,258.6259025147865,2021-04
2021-04-23,7.550820350646973,346800,BYD,BYDDY,265.3795558326347,2021-04
2021-04-26,7.37965202331543,630000,BYD,BYDDY,259.36370953111754,2021-04
2021-04-27,7.358659267425537,406200,BYD,BYDDY,258.6259025147865,2021-04
2021-04-28,7.190720081329346,1134000,BYD,BYDDY,252.72354693705347,2021-04
2021-04-29,6.930736064910889,1459200,BYD,BYDDY,243.58620296689756,2021-04
2021-04-30,6.690130233764648,883200,BYD,BYDDY,235.12992065118067,2021-04
2021-05-03,6.504427909851074,1535400,BYD,BYDDY,228.60326553971987,2021-05
2021-05-04,6.452754497528076,1375800,BYD,BYDDY,226.78716257688635,2021-05
2021-05-05,6.523805141448975,744000,BYD,BYDDY,229.28429367652043,2021-05
2021-05-06,6.26866626739502,1794000,BYD,BYDDY,220.31723606849835,2021-05
2021-05-07,6.061972618103027,1418400,BYD,BYDDY,213.05282421716413,2021-05
2021-05-10,5.837514400482178,1906200,BYD,BYDDY,205.16406255564453,2021-05
2021-05-11,5.927942752838135,1805400,BYD,BYDDY,208.34223855089843,2021-05
2021-05-12,5.97638750076294,1357200,BYD,BYDDY,210.04486754876717,2021-05
2021-05-13,5.821365833282471,1333200,BYD,BYDDY,204.59650838380878,2021-05
2021-05-14,6.102341651916504,1356600,BYD,BYDDY,214.4716258526573,2021-05
2021-05-17,6.376858711242676,1348800,BYD,BYDDY,224.1197451151184,2021-05
2021-05-18,6.396236419677734,963000,BYD,BYDDY,224.80079001073824,2021-05
2021-05-19,6.430147171020508,3690600,BYD,BYDDY,225.99261019866321,2021-05
2021-05-20,6.782174587249756,1211400,BYD,BYDDY,238.3648922847843,2021-05
2021-05-21,6.929122447967529,1810800,BYD,BYDDY,243.529491122644,2021-05
2021-05-24,7.074454307556152,1003200,BYD,BYDDY,248.63729432215393,2021-05
2021-05-25,7.121283054351807,821400,BYD,BYDDY,250.2831276816729,2021-05
2021-05-26,7.420021533966064,790800,BYD,BYDDY,260.7825279254299,2021-05
2021-05-27,7.3505859375,757200,BYD,BYDDY,258.3421589465071,2021-05
2021-05-28,7.444243431091309,565200,BYD,BYDDY,261.6338256655451,2021-05
2021-06-01,7.991661548614502,1317000,BYD,BYDDY,280.8732685521176,2021-06
2021-06-02,7.99489164352417,660600,BYD,BYDDY,280.98679279354013,2021-06
2021-06-03,7.820492744445801,672000,BYD,BYDDY,274.85740549178126,2021-06
2021-06-04,8.077247619628906,807600,BYD,BYDDY,283.88125873815306,2021-06
2021-06-07,7.983588218688965,1017600,BYD,BYDDY,280.5895249838382,2021-06
2021-06-08,8.421199798583984,1146000,BYD,BYDDY,295.9697302207178,2021-06
2021-06-09,8.300793647766113,780600,BYD,BYDDY,291.73796077849744,2021-06
2021-06-10,8.832521438598633,1390200,BYD,BYDDY,310.42595471850836,2021-06
2021-06-11,8.945656776428223,976200,BYD,BYDDY,314.4021856852032,2021-06
2021-06-14,9.108891487121582,1223400,BYD,BYDDY,320.1391987524735,2021-06
2021-06-15,9.191317558288574,1072200,BYD,BYDDY,323.03612824351234,2021-06
2021-06-16,8.628880500793457,1914000,BYD,BYDDY,303.2688328278455,2021-06
2021-06-17,9.352938652038574,1755000,BYD,BYDDY,328.71642946652906,2021-06
2021-06-18,9.624459266662598,1911600,BYD,BYDDY,338.2592363089874,2021-06
2021-06-21,9.619610786437988,1614600,BYD,BYDDY,338.08883263511905,2021-06
2021-06-22,9.21232795715332,2545200,BYD,BYDDY,323.77455533615466,2021-06
2021-06-23,9.546882629394531,2308800,BYD,BYDDY,335.5327440094553,2021-06
2021-06-24,9.466072082519531,743400,BYD,BYDDY,332.69259339794695,2021-06
2021-06-25,9.482232093811035,666600,BYD,BYDDY,333.260549781444,2021-06
2021-06-28,9.915375709533691,1167000,BYD,BYDDY,348.483724882196,2021-06
2021-06-29,9.915375709533691,729000,BYD,BYDDY,348.483724882196,2021-06
2021-06-30,9.71011734008789,809400,BYD,BYDDY,341.2697570767257,2021-06
2021-07-01,9.493547439575195,1976400,BYD,BYDDY,333.65823656162655,2021-07
2021-07-02,9.210711479187012,712200,BYD,BYDDY,323.71774293898574,2021-07
2021-07-06,9.247884750366213,897600,BYD,BYDDY,325.0242269680406,2021-07
2021-07-07,9.194549560546877,1175400,BYD,BYDDY,323.1497195202118,2021-07
2021-07-08,9.10242748260498,2080200,BYD,BYDDY,319.9120161990747,2021-07
2021-07-09,9.10727596282959,634200,BYD,BYDDY,320.08241987294303,2021-07
2021-07-12,9.664865493774414,1260600,BYD,BYDDY,339.67934513238004,2021-07
2021-07-13,9.6777925491333,1423800,BYD,BYDDY,340.13367672153925,2021-07
2021-07-14,9.157376289367676,1381200,BYD,BYDDY,321.843235491157,2021-07
